GeneId	GeneName
NCU00050.7	pyruvate dehydrogenase X component
NCU07703.7	conserved hypothetical protein
NCU04005.7	ck-1b
NCU03888.7	DUF500 and SH3 domain-containing protein
NCU03341.7	exocyst complex component Sec6
NCU08617.7	conserved hypothetical protein
NCU07945.7	tah-4
NCU06780.7	tRNA (uracil-5-)-methyltransferase
NCU05248.7	conserved hypothetical protein
NCU02318.7	conserved hypothetical protein
NCU05000.7	conserved hypothetical protein
NCU04612.7	mek-2
NCU06451.7	conserved hypothetical protein
NCU05591.7	ABC transporter CDR4
NCU01310.7	conserved hypothetical protein
NCU09381.7	RWD domain-containing protein
NCU16657.7	tryptophanyl-tRNA synthetase
NCU06474.7	conserved hypothetical protein
NCU03881.7	conserved hypothetical protein
NCU08410.7	50S ribosomal protein L24
NCU08599.7	conserved hypothetical protein
NCU12085.7	hypothetical protein
NCU05631.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU00561.7	conserved hypothetical protein
NCU10346.7	conserved hypothetical protein
NCU00032.7	pex8
NCU09176.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU16916.7	hypothetical protein
NCU06057.7	GPI mannosyltransferase 1
NCU03157.7	conserved hypothetical protein
NCU06929.7	transcription elongation factor spt-5
NCU00501.7	nucleolar complex protein 4
NCU17263.7	DUF1674 domain-containing protein
NCU01186.7	conserved hypothetical protein
NCU07351.7	alpha-glucuronidase
NCU07129.7	amino-acid permease inda1
NIL	ATPase subunit 8
NCU07441.7	conserved hypothetical protein
NCU06227.7	conserved hypothetical protein
NCU01071.7	conserved hypothetical protein
NCU12025.7	conserved hypothetical protein
NCU03017.7	conserved hypothetical protein
NCU02743.7	vacuolar protein sorting protein 26
NCU08966.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU02937.7	conserved hypothetical protein
NCU02804.7	mrp-31
NCU03699.7	zinc finger containing protein
NCU01011.7	conserved hypothetical protein
NCU10314.7	conserved hypothetical protein
NCU06027.7	qa-1S
NCU08553.7	DNA directed RNA polymerase II 15 kDa subunit
NCU09865.7	methylase
NCU01861.7	short chain dehydrogenase/reductase family
NCU03534.7	conserved hypothetical protein
NCU05931.7	conserved hypothetical protein
NCU08937.7	conserved hypothetical protein
NCU09351.7	conserved hypothetical protein
NCU02142.7	conserved hypothetical protein
NCU07913.7	predicted protein
NCU06758.7	conserved hypothetical protein
NCU03026.7	gh18-3
NCU04128.7	conserved hypothetical protein
NCU06842.7	rcm-1
NCU01420.7	conserved hypothetical protein
NCU06428.7	pseudouridine synthase TruD/Pus7
NCU07999.7	gpip-2
NCU07161.7	conserved hypothetical protein
NCU01223.7	conserved hypothetical protein
NCU16503.7	predicted protein
NIL	conserved hypothetical protein
NCU16678.7	conserved hypothetical protein
NCU02177.7	conserved hypothetical protein
NCU06990.7	conserved hypothetical protein
NCU06423.7	conserved hypothetical protein
NCU09350.7	aspartic-type endopeptidase
NCU09481.7	conserved hypothetical protein
NCU10381.7	oligonucleotide transporter
NCU04930.7	cea-6
NCU07415.7	proline iminopeptidase
NCU01267.7	palmitoyltransferase PFA3
NCU03145.7	oxidative stress resistance
NCU03692.7	methyltransferase
NCU07497.7	conserved hypothetical protein
NCU00070.7	conserved hypothetical protein
NCU06565.7	conserved hypothetical protein
NCU01947.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU09280.7	conserved hypothetical protein
NCU03170.7	nit-8
NCU06175.7	pex3
NCU07200.7	metalloprotease 1
NCU09728.7	conserved hypothetical protein
NCU03804.7	cna-1
NCU07996.7	F-box and WD domain-containing protein
NCU01704.7	NADP:D-xylose dehydrogenase
NCU05261.7	spr-1
NCU08089.7	conserved hypothetical protein
NCU09761.7	conserved hypothetical protein
NCU03219.7	spr-3
NCU07197.7	arsenate reductase
NCU00043.7	pph-3
NCU00334.7	3' exoribonuclease
NCU03437.7	conserved hypothetical protein
NCU06650.7	secretory phospholipase A2
NCU00099.7	conserved hypothetical protein
NCU01273.7	beta-taxilin
NCU09240.7	conserved hypothetical protein
NCU07776.7	acw-5
NCU05073.7	conserved hypothetical protein
NCU16357.7	hypothetical protein
NCU01592.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU08219.7	predicted protein
NCU01073.7	conserved hypothetical protein
NCU05147.7	conserved hypothetical protein
NCU06237.7	conserved hypothetical protein
NCU12156.7	Na(+)/H(+) antiporter 1
NCU08789.7	conserved hypothetical protein
NCU09109.7	crp-64
NCU00660.7	glutamyl-tRNA amidotransferase
NCU05609.7	conserved hypothetical protein
NCU05860.7	conserved hypothetical protein
NCU16343.7	conserved hypothetical protein
NCU16745.7	hypothetical protein
NCU07070.7	ATP-dependent RNA helicase dbp-9
NCU04955.7	conserved hypothetical protein
NCU07606.7	conserved hypothetical protein
NCU04475.7	lipase B
NCU00151.7	conserved hypothetical protein
NCU08024.7	mannan polymerase II complex ANP1 subunit
NCU11186.7	NUDIX family hydrolase
NCU00122.7	aspartyl aminopeptidase
NCU06192.7	vacuolar protein sorting-associated protein 45
NCU05506.7	conserved hypothetical protein
NCU09031.7	conserved hypothetical protein
NCU06410.7	GTP-binding protein YPT52
NCU06078.7	conserved hypothetical protein
NCU16784.7	H/ACA ribonucleoprotein complex subunit 1
NCU03472.7	conserved hypothetical protein
NCU04456.7	conserved hypothetical protein
NCU07646.7	hypothetical protein
NCU07769.7	conserved hypothetical protein
NCU02328.7	O-methyltransferase
NCU03427.7	conserved hypothetical protein
NCU17024.7	predicted protein
NCU09547.7	U4/U6.U5 tri-snRNP-associated protein 2
NCU02664.7	hypothetical protein
NCU04770.7	TATA-binding protein
NCU07014.7	crp-3
NCU09145.7	conserved hypothetical protein
NCU06046.7	conserved hypothetical protein
NCU04785.7	conserved hypothetical protein
NCU03569.7	conserved hypothetical protein
NCU00913.7	GPI-anchored wall transfer protein 1
NCU03568.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU02491.7	DNAJ domain-containing protein
NCU02263.7	Sec14 cytosolic factor
NCU16706.7	alkB
NCU06399.7	conserved hypothetical protein
NCU01679.7	conserved hypothetical protein
NCU07536.7	carboxypeptidase A1
NCU02523.7	conserved hypothetical protein
NCU04482.7	conserved hypothetical protein
NCU03626.7	conserved hypothetical protein
NCU06424.7	aminomethyl transferase
NCU07870.7	DNA polymerase alpha catalytic subunit
NCU02064.7	conserved hypothetical protein
NCU08594.7	conserved hypothetical protein
NCU09793.7	DEAD/DEAH box DNA helicase
NCU07382.7	small nuclear ribonucleoprotein LSM2
NCU02038.7	conserved hypothetical protein
NCU03120.7	conserved hypothetical protein
NCU02819.7	high mobility group protein
NCU03690.7	importin beta-2 subunit
NCU01648.7	dolichyl-phosphate-mannose-protein mannosyltransferase 2
NCU08646.7	conserved hypothetical protein
NCU05650.7	karyopherin Kap123
NCU02931.7	conserved hypothetical protein
NCU06898.7	conserved hypothetical protein
NCU10497.7	oligosaccharyl transferase STT3 subunit
NCU09914.7	conserved hypothetical protein
NCU06765.7	conserved hypothetical protein
NCU06139.7	conserved hypothetical protein
NCU12137.7	conserved hypothetical protein
NCU12144.7	conserved hypothetical protein
NCU09958.7	conserved hypothetical protein
NCU04001.7	ff-7
NCU09717.7	conserved hypothetical protein
NCU09355.7	predicted protein
NCU16466.7	nucleic acid-binding protein
NCU05214.7	conserved hypothetical protein
NCU03823.7	ABC1 protein
NCU09706.7	DNA ligase I
NCU05932.7	conserved hypothetical protein
NCU09476.7	crp-30
NCU09147.7	conserved hypothetical protein
NCU08174.7	conserved hypothetical protein
NCU08315.7	monooxygenase
NCU05253.7	conserved hypothetical protein
NCU03653.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU17143.7	predicted protein
NCU04163.7	conserved hypothetical protein
NCU00687.7	conserved hypothetical protein
NCU05250.7	conserved hypothetical protein
NCU01645.7	conserved hypothetical protein
NCU09510.7	phosphatidylinositol glycan class L
NCU06661.7	crp-54
NCU03099.7	RNP domain-containing protein
NCU09588.7	conserved hypothetical protein
NCU02176.7	conserved hypothetical protein
NCU04132.7	conserved hypothetical protein
NCU08094.7	dihydrofolate reductase
NCU06554.7	phosphoserine phosphatase
NCU02042.7	conserved hypothetical protein
NCU01014.7	acyltransferase
NCU03684.7	conserved hypothetical protein
NCU00600.7	small Rho-type GTPase
NCU07269.7	alpha-1,2-mannosidase
NCU09604.7	conserved hypothetical protein
NCU04948.7	conserved hypothetical protein
NCU08490.7	conserved hypothetical protein
NCU09050.7	FAD binding domain-containing protein
NCU01539.7	vacuolar morphogenesis protein AvaB
NCU05071.7	mpr-3
NCU11414.7	tzn-2
NCU05500.7	conserved hypothetical protein
NCU02421.7	conserved hypothetical protein
NCU04990.7	protein serine/threonine kinase
NCU00366.7	eif5
NCU09342.7	conserved hypothetical protein
NCU07823.7	scytalone dehydratase
NCU00885.7	conserved hypothetical protein
NCU06107.7	conserved hypothetical protein
NCU08126.7	D-lactate dehydrogenase
NCU16890.7	hypothetical protein
NCU04041.7	ATP-dependent RNA helicase mak-5
NCU01914.7	sorting nexin-3
NCU07868.7	eif4G
NCU00611.7	conserved hypothetical protein
NCU06678.7	exonuclease Kem1
NCU03817.7	FMI1 protein
NCU00978.7	checkpoint protein kinase
NCU05019.7	conserved hypothetical protein
NCU09433.7	conserved hypothetical protein
NCU08861.7	mrp-18
NCU05619.7	conserved hypothetical protein
NCU00863.7	transcriptional regulator
NCU08689.7	polyphosphoinositide phosphatase Fig4
NCU03858.7	conserved hypothetical protein
NCU02781.7	conserved hypothetical protein
NCU06369.7	oxidoreductase
NCU00870.7	conserved hypothetical protein
NCU04669.7	conserved hypothetical protein
NCU08522.7	conserved hypothetical protein
NCU03501.7	von Willebrand factor
NCU02736.7	conserved hypothetical protein
NCU03736.7	conserved hypothetical protein
NCU09533.7	NAD binding Rossmann fold oxidoreductase
NCU16489.7	NACHT domain-containing protein
NCU06271.7	conserved hypothetical protein
NCU06792.7	mannosylphosphate transferase
NCU04397.7	conserved hypothetical protein
NCU01760.7	pumilio-family RNA binding repeat protein
NCU03848.7	hypothetical protein
NCU07965.7	dpm
NCU06963.7	conserved hypothetical protein
NCU05755.7	conserved hypothetical protein
NCU01729.7	conserved hypothetical protein
NCU00034.7	prenyl cysteine carboxyl methyltransferase Ste14
NCU00071.7	conserved hypothetical protein
NCU10011.7	conserved hypothetical protein
NCU00127.7	conserved hypothetical protein
NCU08640.7	conserved hypothetical protein
NCU08980.7	nde-2
NCU12039.7	conserved hypothetical protein
NCU06473.7	ZIP metal ion transporter
NCU02687.7	activator 1 41 kDa subunit
NCU16859.7	conserved hypothetical protein
NCU02735.7	conserved hypothetical protein
NCU04873.7	conserved hypothetical protein
NCU09589.7	conserved hypothetical protein
NCU07354.7	conserved hypothetical protein
NCU09212.7	serine/threonine-protein kinase
NCU06487.7	conserved hypothetical protein
NCU06939.7	endosome-associated ubiquitin isopeptidase
NIL	conserved hypothetical protein
NCU06090.7	conserved hypothetical protein
NCU08619.7	predicted protein
NCU07676.7	conserved hypothetical protein
NCU12150.7	ywbE
NCU01425.7	conserved hypothetical protein
NCU06497.7	cell division cycle protein 123
NCU08135.7	msh6
NCU01990.7	UPF0016 domain-containing protein
NCU03208.7	conserved hypothetical protein
NCU10291.7	conserved hypothetical protein
NCU01997.7	ABC transporter
NCU01912.7	mannosyltransferase 1
NCU01010.7	conserved hypothetical protein
NCU01421.7	conserved hypothetical protein
NCU02884.7	conserved hypothetical protein
NCU08068.7	mitotic spindle biogenesis protein Spc19
NCU00599.7	37S ribosomal protein Rsm22
NCU03303.7	conserved hypothetical protein
NCU04045.7	conserved hypothetical protein
NCU04453.7	tol
NCU04334.7	chaperonin
NCU05130.7	conserved hypothetical protein
NCU05854.7	conserved hypothetical protein
NCU00952.7	mrp-44
NCU09139.7	tubulin-specific chaperone
NCU07246.7	Swi4
NCU16558.7	hypothetical protein
NCU09284.7	conserved hypothetical protein
NCU08513.7	conserved hypothetical protein
NCU01386.7	conserved hypothetical protein
NCU06080.7	conserved hypothetical protein
NCU06333.7	translocation protein SEC62
NCU00872.7	conserved hypothetical protein
NCU09843.7	WD repeat containing protein 57
NCU09209.7	galactose oxidase
NCU16617.7	conserved hypothetical protein
NCU01784.7	pseudouridylate synthase 3
NCU08770.7	conserved hypothetical protein
NCU11234.7	translation initiation protein Sua5
NCU07878.7	conserved hypothetical protein
NCU05394.7	MFS transporter
NCU09619.7	conserved hypothetical protein
NCU08386.7	conserved hypothetical protein
NCU03023.7	phenol 2-monooxygenase
NCU02917.7	conserved hypothetical protein
NCU08341.7	cox17
NCU01579.7	conserved hypothetical protein
NCU09242.7	conserved hypothetical protein
NCU00509.7	conserved hypothetical protein
NCU02773.7	conserved hypothetical protein
NCU06592.7	abp-2
nan.7	conserved hypothetical protein
NCU06856.7	ubiquitin fusion degradation protein
NCU08688.7	conserved hypothetical protein
NCU09469.7	EF hand domain-containing protein
NCU04268.7	conserved hypothetical protein
NCU01524.7	ribosome biogenesis protein BRX1
NCU03241.7	fkr-4
NCU05728.7	conserved hypothetical protein
NCU06298.7	conserved hypothetical protein
NCU04152.7	dim-7
NCU01857.7	DEAD/DEAH box RNA helicase
NCU08855.7	conserved hypothetical protein
NCU06499.7	conserved hypothetical protein
NCU09629.7	conserved hypothetical protein
NCU04588.7	conserved hypothetical protein
NCU09976.7	rhamnogalacturonan acetylesterase
NCU06903.7	conserved hypothetical protein
NCU17282.7	conserved hypothetical protein
NCU06612.7	conserved hypothetical protein
NCU02897.7	conserved hypothetical protein
NCU08262.7	conserved hypothetical protein
NCU01279.7	ER membrane protein
NCU03335.7	ER associated DnaJ chaperone
NCU06989.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU04799.7	pabp
NIL	conserved hypothetical protein
NCU07330.7	endosomal integral membrane protein
NCU09900.7	conserved hypothetical protein
NCU05293.7	rRNA processing protein Rrp8
NCU10014.7	conserved hypothetical protein
NCU06390.7	conserved hypothetical protein
NCU00714.7	heat shock protein STI1
NCU03696.7	nitroreductase
NCU09043.7	caleosin domain-containing protein
NCU09136.7	conserved hypothetical protein
NCU09860.7	telomere silencing protein Zds1
NCU06204.7	conserved hypothetical protein
NCU10760.7	jumonji domain-containing protein 5
NCU01486.7	IKI3 family protein
NCU02965.7	origin recognition complex subunit 1
NCU08965.7	conserved hypothetical protein
NCU05116.7	phosphoglycerate mutase
NCU06440.7	pca-4
NCU08412.7	endo-beta-1,4-mannanase
NCU06364.7	GDSL lipase/acylhydrolase
NCU04153.7	pseudouridine synthase
NCU10231.7	conserved hypothetical protein
NCU16807.7	predicted protein
NCU01302.7	hydrolase
NCU06345.7	tyrosyl-DNA phosphodiesterase
NCU04950.7	conserved hypothetical protein
NCU01494.7	MFS sugar transporter
NCU04874.7	aod-3
NCU03037.7	conserved hypothetical protein
NCU05494.7	conserved hypothetical protein
NCU07087.7	conserved hypothetical protein
NCU05078.7	protein-beta-aspartate methyltransferase
NCU08309.7	mlh-1
NCU07187.7	conserved hypothetical protein
NCU04762.7	conserved hypothetical protein
NCU03966.7	mitochondrial Rho GTPase 1
NCU02502.7	S-adenosyl-methionine-sterol-C
NCU10387.7	dimethylaniline monooxygenase
NCU15835.7	Sit4-associated protein
NCU05980.7	carboxypeptidase S1
NCU08043.7	conserved hypothetical protein
NCU03479.7	endoribonuclease ysh-1
NCU03976.7	conserved hypothetical protein
NCU04175.7	conserved hypothetical protein
NCU08311.7	conserved hypothetical protein
NCU08433.7	conserved hypothetical protein
NCU02577.7	conserved hypothetical protein
NCU02670.7	ATP binding L-PSP endoribonuclease
NCU00078.7	conserved hypothetical protein
NCU02517.7	coq-4
NCU07912.7	conserved hypothetical protein
NIL	conserved hypothetical protein
NCU02053.7	mus-42
NCU02963.7	c-myc binding protein
NCU06405.7	DNA polymerase epsilon subunit C
NCU08959.7	conserved hypothetical protein
NCU07814.7	DUF89 domain-containing protein
NCU10101.7	conserved hypothetical protein
NCU05231.7	ER membrane DUF1077 domain-containing protein
NCU06810.7	conserved hypothetical protein
NCU05945.7	conserved hypothetical protein
NCU04646.7	DNA primase large subunit
NCU05515.7	tim16
NCU05938.7	conserved hypothetical protein
NCU04518.7	conserved hypothetical protein
NCU04297.7	conserved hypothetical protein
NCU02791.7	conserved hypothetical protein
NCU04347.7	pyruvate formate lyase activating enzyme
NCU07780.7	conserved hypothetical protein
NCU02452.7	TLDc domain-containing protein 2
NCU09539.7	mrp-13
NCU09678.7	MFS transporter
NCU09878.7	conserved hypothetical protein
NCU09243.7	conserved hypothetical protein
NCU04585.7	PX domain-containing protein
NCU05038.7	2OG-Fe(II) oxygenase
NCU06519.7	multidrug transporter
