Gene	ReactionId	RxnName	RxnEqn
NCU05001.7	RXN66-303	EC 1.14.13.70	lanosterol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU09565.7	RXN66-303	EC 1.14.13.70	lanosterol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU05001.7	RXN66-303	EC 1.14.13.70	lanosterol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + H<SUB>2</SUB>O
NCU02416.7	RXN2T-384	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-16:0-2-18:2-diacylglycerol  =  1-oleyl-2-lyso-phosphatidate + 1-18:0-2-18:1-3-18:3-triacylglycerol
NCU05802.7	RXN2T-142	EC 3.6.1.15	dTTP + H<SUB>2</SUB>O  =  dTDP + phosphate + H<SUP>+</SUP>
NCU08928.7	RXN2T-142	EC 3.6.1.15	dTTP + H<SUB>2</SUB>O  =  dTDP + phosphate + H<SUP>+</SUP>
NCU03808.7	RXN2T-142	EC 3.6.1.15	dTTP + H<SUB>2</SUB>O  =  dTDP + phosphate + H<SUP>+</SUP>
NCU01441.7	RXN2T-142	EC 3.6.1.15	dTTP + H<SUB>2</SUB>O  =  dTDP + phosphate + H<SUP>+</SUP>
NCU01143.7	RXN2T-142	EC 3.6.1.15	dTTP + H<SUB>2</SUB>O  =  dTDP + phosphate + H<SUP>+</SUP>
NCU06318.7	RXN2T-142	EC 3.6.1.15	dTTP + H<SUB>2</SUB>O  =  dTDP + phosphate + H<SUP>+</SUP>
NCU01612.7	RXN2T-142	EC 3.6.1.15	dTTP + H<SUB>2</SUB>O  =  dTDP + phosphate + H<SUP>+</SUP>
NCU02728.7	RXN2T-142	EC 3.6.1.15	dTTP + H<SUB>2</SUB>O  =  dTDP + phosphate + H<SUP>+</SUP>
NCU02693.7	RXN2T-484	EC 1.1.1.170	4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NAD<sup>+</sup>  =  CO<SUB>2</SUB> + 3-keto-4-methylzymosterol + NADH
NCU06532.7	RXN2T-498	EC 1.3.5.2	(<i>S</i>)-dihydroorotate<SUB>[mitochondrial intermembrane space]</SUB> + ubiquinone-<i>9</i><SUB>[mitochondrial intermembrane space]</SUB>  =  orotate<SUB>[mitochondrial intermembrane space]</SUB> + ubiquinol-<i>9</i><SUB>[mitochondrial intermembrane space]</SUB>
NCU07865.7	GUANYL-KIN-RXN	EC 2.7.4.8	GMP + ATP  =  GDP + ADP
NCU06300.7	GUANYL-KIN-RXN	EC 2.7.4.8	GMP + ATP  =  GDP + ADP
NCU06402.7	RXN2T-474	EC 1.14.13.72	4&alpha;-hydroxymethyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADH + H<SUP>+</SUP> + oxygen  =  4&alpha;-formyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NAD<sup>+</sup> + 2.0 H<SUB>2</SUB>O
NCU02416.7	RXN2T-389	EC 2.3.1.158	1-22:0-2-18:2-phosphatidylcholine + 1-18:0-2-18:1-diacylglycerol  =  1-18:3-lysophosphatidylcholine + 1-16:0-2-18:0-3-24:0-triacylglycerol
NCU07741.7	RXN2T-303	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + linoleneoyl-CoA  =  1-18:0-2-18:3-phosphatidate + coenzyme A
NCU00168.7	RXN2T-303	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + linoleneoyl-CoA  =  1-18:0-2-18:3-phosphatidate + coenzyme A
NCU06194.7	RXN2T-303	EC 2.3.1.51	1-stearoylglycerol 3-phosphate + linoleneoyl-CoA  =  1-18:0-2-18:3-phosphatidate + coenzyme A
NCU00233.7	RXN0-5395	EC 3.2.1.-	nigerose + H<SUB>2</SUB>O  =  2 &alpha;-D-glucose
NCU06543.7	RXN2T-110	EC 1.3.99.10	isovaleryl-CoA + NAD<sup>+</sup>  =  3-methylcrotonyl-CoA + NADH + H<SUP>+</SUP>
NCU02126.7	RXN2T-110	EC 1.3.99.10	isovaleryl-CoA + NAD<sup>+</sup>  =  3-methylcrotonyl-CoA + NADH + H<SUP>+</SUP>
NCU00552.7	RXN2T-117	EC 1.14.99.30	neurosporene + NADH + H<SUP>+</SUP> + oxygen  =  <i>all-trans</i>-lycopene + NAD<sup>+</sup> + 2.0 H<SUB>2</SUB>O
NCU02416.7	RXN2T-425	EC 2.3.1.158	1-18:3-2-18:3-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-linoleneoyl-2-lyso-phosphatidate + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU04743.7	AMP-DEPHOSPHORYLATION-RXN	EC 3.1.3.5	AMP + H<SUB>2</SUB>O  =  adenosine + phosphate
NCU02416.7	RXN2T-434	EC 2.3.1.158	1-18:1-2-18:1-phosphatidate + 1-16:0-2-18:1-diacylglycerol  =  1-stearoylglycerol 3-phosphate + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU04149.7	RXN0-5462	EC 3.6.5.-	GTP + H<SUB>2</SUB>O  =  GDP + phosphate + H<SUP>+</SUP>
NCU00436.7	RXN0-5462	EC 3.6.5.-	GTP + H<SUB>2</SUB>O  =  GDP + phosphate + H<SUP>+</SUP>
NCU02123.7	RXN0-5462	EC 3.6.5.-	GTP + H<SUB>2</SUB>O  =  GDP + phosphate + H<SUP>+</SUP>
NCU01371.7	RXN2T-193	EC 3.1.3.27	phosphatidylglycerophosphate (hexadecanoyl-oleoyl, C16:0-C18:1) + H<SUB>2</SUB>O  =  1-18:1-2-16:0-phosphatidylglycerol + phosphate
NCU03955.7	RXN2T-180	EC 3.1.4.4	1-18:2-2-18:2-sn-glycerol-3-phosphocholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-180	EC 3.1.4.4	1-18:2-2-18:2-sn-glycerol-3-phosphocholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-180	EC 3.1.4.4	1-18:2-2-18:2-sn-glycerol-3-phosphocholine + H<SUB>2</SUB>O  =  choline + 1-18:1-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU03955.7	RXN2T-185	EC 3.1.4.4	1-18:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:0-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-185	EC 3.1.4.4	1-18:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:0-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-185	EC 3.1.4.4	1-18:0-2-18:3-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-18:0-2-18:3-phosphatidate + H<SUP>+</SUP>
NCU06700.7	RXN2T-259	EC 3.1.1.23	glycerol 1-stearate + H<SUB>2</SUB>O  =  glycerol + stearate + H<SUP>+</SUP>
NCU02624.7	RXN66-304	EC 1.14.13.70	4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + 2 H<SUB>2</SUB>O
NCU05376.7	RXN66-304	EC 1.14.13.70	4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + 2 H<SUB>2</SUB>O
NCU05967.7	RXN66-304	EC 1.14.13.70	4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + 2 H<SUB>2</SUB>O
NCU05001.7	RXN66-304	EC 1.14.13.70	4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + 2 H<SUB>2</SUB>O
NCU09565.7	RXN66-304	EC 1.14.13.70	4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + 2 H<SUB>2</SUB>O
NCU05001.7	RXN66-304	EC 1.14.13.70	4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADPH + H<SUP>+</SUP> + oxygen  =  4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + NADP<sup>+</sup> + 2 H<SUB>2</SUB>O
NCU07053.7	RXN2T-459	EC 1.2.1.3	3-aminopropanal + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  &beta;-alanine + NADH + 2.0 H<SUP>+</SUP>
NCU00378.7	RXN2T-459	EC 1.2.1.3	3-aminopropanal + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  &beta;-alanine + NADH + 2.0 H<SUP>+</SUP>
NCU03415.7	RXN2T-459	EC 1.2.1.3	3-aminopropanal + NAD<sup>+</sup> + H<SUB>2</SUB>O  =  &beta;-alanine + NADH + 2.0 H<SUP>+</SUP>
NCU03084.7	RXN2T-164	EC 3.2.2.1	guanosine + H<SUB>2</SUB>O  =  guanine + &beta;-D-ribopyranose
NCU02416.7	RXN2T-415	EC 2.3.1.158	1-18:1-2-18:3-phosphatidylcholine + 1-16:0-2-18:1-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU02416.7	RXN2T-382	EC 2.3.1.158	1-18:0-2-20:4-phosphatidate + 1-16:0-2-18:0-diacylglycerol  =  1-arachadoylglycerol 3-phosphate + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU08313.7	RXN2T-487	EC 1.1.1.302	2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one + NADP<sup>+</sup>  =  2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + NADPH + H<SUP>+</SUP>
NCU08027.7	RXN2T-156	EC 3.6.1.6	CDP + H<SUB>2</SUB>O  =  CMP + phosphate + H<SUP>+</SUP>
NCU02665.7	RXN2T-339	EC 2.3.1.20	1-16:0-2-18:2-diacylglycerol + oleoyl-CoA  =  1-16:0-2-18:1-3-18:2-triacylglycerol + coenzyme A
NCU02416.7	RXN2T-374	EC 2.3.1.158	1-18:1-2-18:1-phosphatidylethanolamine + 1-20:0-2-18:0-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02097.7	MANNITOL-2-DEHYDROGENASE-NADP+-RXN	EC 1.1.1.138	D-mannitol + NADP<sup>+</sup>  =  D-fructose + NADPH
NCU09041.7	MANNITOL-2-DEHYDROGENASE-NADP+-RXN	EC 1.1.1.138	D-mannitol + NADP<sup>+</sup>  =  D-fructose + NADPH
NCU01922.7	2.1.1.20-RXN	EC 2.1.1.20	<i>S</i>-adenosyl-L-methionine + glycine  =  <i>S</i>-adenosyl-L-homocysteine + sarcosine + H<SUP>+</SUP>
NCU00580.7	RXN2T-199	EC 3.1.2.20	linoleoyl-CoA + H<SUB>2</SUB>O  =  linoleate + coenzyme A + H<SUP>+</SUP>
NCU02416.7	RXN2T-349	EC 2.3.1.158	1-16:0-2-16:0-phosphatidylcholine + 1-20:0-2-18:0-diacylglycerol  =  1-16:0-lysophosphatidylcholine + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU04466.7	CYANAMIDE-HYDRATASE-RXN	EC 4.2.1.69	urea  =  cyanamide + H<SUB>2</SUB>O
NCU10506.7	RXN2T-208	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  arachidonate + 1-16:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU00761.7	RXN2T-208	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  arachidonate + 1-16:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03325.7	RXN2T-208	EC 3.1.1.3	1-18:0-2-18:2-3-18:3-triacylglycerol + H<SUB>2</SUB>O  =  arachidonate + 1-16:0-2-18:1-diacylglycerol + H<SUP>+</SUP>
NCU03084.7	RXN2T-162	EC 3.2.2.1	inosine + H<SUB>2</SUB>O  =  hypoxanthine + &beta;-D-ribofuranose
NCU02665.7	RXN2T-326	EC 2.3.1.20	1-16:0-2-18:0-diacylglycerol + lignoceroyl-coa  =  1-16:0-2-18:0-3-24:0-triacylglycerol + coenzyme A
NCU09304.7	GSAAMINOTRANS-RXN	EC 5.4.3.8	glutamate-1-semialdehyde  =  5-amino-levulinate
NCU02416.7	RXN2T-347	EC 2.3.1.158	1-16:0-2-18:2-phosphatidylcholine + 1-20:0-2-18:0-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU03955.7	RXN2T-183	EC 3.1.4.4	1-16:0-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-16:0-2-18:1-phosphatidate + H<SUP>+</SUP>
NCU10400.7	RXN2T-183	EC 3.1.4.4	1-16:0-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-16:0-2-18:1-phosphatidate + H<SUP>+</SUP>
NCU06342.7	RXN2T-183	EC 3.1.4.4	1-16:0-2-18:1-phosphatidylcholine + H<SUB>2</SUB>O  =  choline + 1-16:0-2-18:1-phosphatidate + H<SUP>+</SUP>
